task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
mbpp_239,mbpp,fail,0,,0,,3,8.000,3.000,66.756,75.284,3.500,263.495,3.000,0.000,4.000,14.645,27.751,27.338,17.032,28.125,13.000,9.000,59.068,159.411,7.091,1130.369,12.000,0.000,1.000,319
mbpp_240,mbpp,fail,0,,0,,0,3.000,1.000,87.350,2.000,0.500,1.000,0.000,0.000,0.000,20.406,33.485,38.462,26.084,85.714,4.000,1.000,82.510,2.000,0.500,1.000,0.000,0.000,0.000,230
mbpp_241,mbpp,pass,0,,0,,0,2.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,32.294,46.475,53.333,30.050,90.667,3.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,563
mbpp_242,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,15.935,39.244,36.364,8.218,47.059,5.000,2.000,79.742,4.755,0.500,2.377,1.000,0.000,0.000,112
mbpp_243,mbpp,fail,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,13.066,30.093,26.667,12.874,43.478,6.000,3.000,100.000,0.000,0.000,0.000,1.000,0.000,5.000,407
mbpp_244,mbpp,fail,1,magic_number,0,,3,9.000,2.000,83.737,82.045,2.545,208.841,1.000,11.111,2.000,14.230,45.191,34.483,29.607,42.553,4.000,1.000,78.722,13.932,1.333,18.575,0.000,0.000,2.000,203
mbpp_245,mbpp,fail,0,,0,,0,8.000,3.000,65.544,77.709,2.889,224.493,3.000,0.000,3.000,18.761,26.507,41.667,14.852,35.200,15.000,10.000,54.734,275.000,3.923,1078.846,15.000,0.000,4.000,388
mbpp_246,mbpp,pass,1,magic_number,1,magic_number,0,7.000,3.000,68.490,64.529,3.000,193.588,3.000,0.000,1.000,10.442,34.964,30.000,19.252,48.696,10.000,3.000,64.642,75.284,3.500,263.495,2.000,0.000,0.000,263
mbpp_247,mbpp,pass,1,magic_number,1,magic_number,0,15.000,9.000,80.541,191.157,4.000,764.627,11.000,20.000,3.000,64.132,68.189,72.277,52.285,100.000,15.000,9.000,57.160,191.157,4.000,764.627,11.000,0.000,3.000,427
mbpp_248,mbpp,fail,0,,0,,0,2.000,2.000,83.595,23.265,1.500,34.897,0.000,0.000,2.000,32.371,43.626,54.545,18.461,62.069,5.000,2.000,73.419,38.039,3.200,121.725,3.000,0.000,1.000,148
mbpp_249,mbpp,pass,0,,0,,0,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,33.978,55.508,52.941,39.227,86.275,3.000,1.000,81.991,4.755,0.500,2.377,0.000,0.000,2.000,273
mbpp_250,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,16.793,33.139,50.000,10.650,40.000,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,0.000,238
mbpp_251,mbpp,fail,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,13.083,34.867,30.769,12.979,47.619,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,183
mbpp_252,mbpp,fail,0,,0,,3,11.000,2.000,83.892,25.266,0.500,12.633,2.000,9.091,4.000,7.879,42.767,22.581,37.579,40.860,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,208
mbpp_253,mbpp,pass,0,,0,,0,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,52.820,65.041,70.270,45.090,91.803,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,136
mbpp_254,mbpp,fail,0,,0,,0,2.000,4.000,88.154,4.755,0.500,2.377,1.000,0.000,3.000,10.977,27.780,22.857,25.384,53.571,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,213
mbpp_255,mbpp,fail,0,,0,,0,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,28.055,46.972,45.714,36.142,63.636,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,206
mbpp_256,mbpp,pass,1,magic_number,1,magic_number,0,13.000,3.000,62.364,70.324,3.000,210.972,14.000,0.000,3.000,40.918,57.871,50.633,24.520,48.387,11.000,6.000,65.269,39.863,2.667,106.302,9.000,0.000,1.000,268
mbpp_257,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,33.554,54.425,63.636,13.129,61.538,5.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,120
mbpp_258,mbpp,pass,0,,0,,1,1.000,1.000,84.693,15.510,1.000,15.510,0.000,0.000,1.000,13.912,22.489,29.412,19.822,52.632,3.000,1.000,78.396,15.510,1.000,15.510,0.000,0.000,3.000,213
mbpp_259,mbpp,fail,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,10.219,34.481,34.783,16.497,60.759,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,391
mbpp_260,mbpp,fail,3,dead_code;deep_nesting;magic_number,3,dead_code;deep_nesting;magic_number,0,24.000,11.000,53.636,128.927,5.500,709.101,29.000,0.000,4.000,13.738,37.736,30.000,30.331,37.079,4.000,3.000,73.139,79.954,3.889,310.934,3.000,0.000,1.000,338
