task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
mbpp_204,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,10.492,29.908,41.379,11.110,40.000,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,2.000,23
mbpp_109,mbpp,pass,1,magic_number,1,magic_number,0,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,47.484,54.615,71.795,19.252,68.657,6.000,3.000,74.285,15.510,1.000,15.510,3.000,0.000,1.000,45
mbpp_505,mbpp,pass,0,,0,,0,2.000,5.000,82.940,25.266,2.250,56.849,0.000,0.000,0.000,10.410,27.823,35.294,5.133,44.444,9.000,4.000,73.905,4.755,0.500,2.377,4.000,0.000,2.000,45
mbpp_219,mbpp,fail,0,,0,,0,3.000,1.000,79.276,11.610,1.000,11.610,0.000,0.000,2.000,19.140,34.952,42.857,17.986,28.070,9.000,4.000,67.439,39.863,2.667,106.302,4.000,0.000,6.000,54
mbpp_314,mbpp,pass,0,,0,,0,6.000,3.000,77.881,4.755,0.500,2.377,1.000,0.000,2.000,55.107,62.372,62.069,32.492,44.920,8.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,2.000,115
mbpp_330,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,63.797,82.176,100.000,71.213,100.000,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,41
mbpp_489,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,9.625,33.801,34.043,4.110,40.000,10.000,4.000,67.626,27.000,1.800,48.600,4.000,0.000,1.000,43
mbpp_49,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,21.465,46.305,53.846,30.086,82.927,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,32
mbpp_353,mbpp,pass,0,,0,,0,2.000,2.000,81.313,13.932,0.500,6.966,0.000,0.000,0.000,15.897,43.276,34.483,25.642,35.294,4.000,2.000,100.000,0.000,0.000,0.000,1.000,0.000,0.000,41
mbpp_442,mbpp,pass,0,,0,,0,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,3.000,25.924,45.402,42.553,9.735,38.462,10.000,3.000,67.760,27.000,1.800,48.600,4.000,0.000,2.000,46
mbpp_130,mbpp,pass,0,,0,,0,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,21.220,29.378,33.333,12.104,54.118,7.000,2.000,75.290,4.755,0.500,2.377,1.000,0.000,3.000,51
mbpp_32,mbpp,pass,0,,0,,0,7.000,3.000,68.490,64.529,6.000,387.176,3.000,0.000,0.000,18.817,28.124,45.455,13.385,51.852,13.000,5.000,60.976,101.579,7.438,755.495,5.000,0.000,3.000,62
mbpp_252,mbpp,pass,0,,0,,0,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,33.472,59.062,60.000,32.765,78.788,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,30
mbpp_253,mbpp,pass,0,,0,,0,2.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,20.790,48.690,47.059,9.670,62.963,6.000,3.000,77.881,4.755,0.500,2.377,3.000,0.000,1.000,39
HumanEval_156,humaneval,pass,0,,0,,0,9.000,3.000,70.076,25.266,2.250,56.849,3.000,0.000,0.000,7.370,26.808,19.149,24.014,50.777,15.000,3.000,91.700,53.774,2.500,134.436,3.000,0.000,1.000,165
mbpp_84,mbpp,pass,0,,0,,0,5.000,2.000,72.908,45.000,1.667,75.000,1.000,0.000,2.000,11.355,23.412,32.000,13.567,56.410,5.000,3.000,71.208,75.284,3.500,263.495,4.000,0.000,1.000,75
mbpp_494,mbpp,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,26.473,42.321,48.485,11.257,72.727,3.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,39
mbpp_325,mbpp,pass,0,,0,,0,9.000,3.000,64.779,99.912,4.000,399.647,3.000,0.000,2.000,26.577,33.022,38.462,14.901,57.143,11.000,4.000,64.182,62.270,5.000,311.349,6.000,0.000,3.000,115
mbpp_212,mbpp,pass,0,,0,,0,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,2.000,46.944,58.196,65.000,14.631,47.222,6.000,2.000,71.013,47.549,1.429,67.927,1.000,0.000,1.000,42
