task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
speculative_generality_intermediate_002,emphatic,intermediate,Healthcare,Design,,2,dead_code;magic_number,2,dead_code;magic_number,4,9,1,1,48.000,37.000,57.665,53.889,1.571,84.682,7.000,2.083,12.000,704
speculative_generality_intermediate_003,emphatic,intermediate,Scientific Computing,Analyze,,2,dead_code;duplicate_code,2,dead_code;duplicate_code,8,12,0,2,83.000,49.000,100.000,0.000,0.000,0.000,46.000,6.024,21.000,1189
speculative_generality_intermediate_004,emphatic,intermediate,General Software,Analyze,,0,,1,dead_code,16,0,0,0,32.000,2.000,100.000,0.000,0.000,0.000,0.000,6.250,6.000,679
speculative_generality_intermediate_005,emphatic,intermediate,E-commerce,Design,,1,dead_code,1,dead_code,4,1,0,1,10.000,3.000,72.138,4.755,0.500,2.377,0.000,0.000,4.000,399
speculative_generality_advanced_001,emphatic,advanced,Finance,Implement,,1,dead_code,1,dead_code,6,2,0,3,21.000,9.000,61.139,20.680,2.500,51.699,3.000,0.000,11.000,595
speculative_generality_advanced_002,emphatic,advanced,Healthcare,Analyze,,0,,0,,0,,,,1.000,,,,,,,0.000,,612
speculative_generality_advanced_003,emphatic,advanced,Scientific Computing,Write,,1,dead_code,1,dead_code,15,1,0,3,30.000,1.000,93.648,2.000,0.500,1.000,0.000,36.667,15.000,819
speculative_generality_advanced_004,emphatic,advanced,General Software,Measure,,0,,0,,0,,,,1.000,,,,,,,0.000,,611
speculative_generality_advanced_005,emphatic,advanced,E-commerce,Design,,1,dead_code,1,dead_code,6,2,0,3,21.000,9.000,61.139,20.680,2.500,51.699,3.000,0.000,11.000,595
primitive_obsession_basic_001,emphatic,basic,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,2,4.000,2.000,81.856,4.755,0.500,2.377,1.000,0.000,0.000,299
primitive_obsession_basic_002,emphatic,basic,Finance,Recommend,,0,,0,,2,1,0,1,4.000,1.000,100.000,0.000,0.000,0.000,0.000,25.000,3.000,134
primitive_obsession_basic_003,emphatic,basic,Healthcare,Compare,,1,magic_number,1,magic_number,1,1,0,5,8.000,3.000,95.133,24.000,1.500,36.000,2.000,37.500,4.000,286
primitive_obsession_basic_004,emphatic,basic,Scientific Computing,Design,,1,magic_number,1,magic_number,1,1,0,3,9.000,2.000,96.735,36.000,2.400,86.400,2.000,44.444,4.000,253
primitive_obsession_basic_005,emphatic,basic,General Software,Design,,0,,0,,0,1,0,2,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,297
primitive_obsession_basic_006,emphatic,basic,E-commerce,Implement,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,198
primitive_obsession_intermediate_001,emphatic,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,0,13,0,6,32.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,459
primitive_obsession_intermediate_002,emphatic,intermediate,Healthcare,Measure,,1,long_parameter_list,1,long_parameter_list,0,5,0,7,18.000,8.000,100.000,0.000,0.000,0.000,1.000,33.333,2.000,418
primitive_obsession_intermediate_003,emphatic,intermediate,Scientific Computing,Measure,,0,,0,,0,7,0,6,33.000,14.000,64.090,3.000,1.000,3.000,3.000,0.000,2.000,540
primitive_obsession_intermediate_004,emphatic,intermediate,General Software,Compare,,0,,0,,0,5,0,5,16.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,326
primitive_obsession_intermediate_005,emphatic,intermediate,E-commerce,Report,,1,long_parameter_list,1,long_parameter_list,2,2,0,7,18.000,4.000,100.000,0.000,0.000,0.000,0.000,5.556,3.000,497
primitive_obsession_intermediate_006,emphatic,intermediate,Finance,List,,1,long_parameter_list,1,long_parameter_list,0,13,0,6,32.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,459
primitive_obsession_advanced_001,emphatic,advanced,Healthcare,Analyze,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,5,0,11,33.000,14.000,49.127,220.078,6.588,1449.927,8.000,0.000,3.000,641
primitive_obsession_advanced_002,emphatic,advanced,Scientific Computing,Recommend,,1,long_parameter_list,1,long_parameter_list,1,5,4,8,19.000,7.000,100.000,0.000,0.000,0.000,0.000,26.316,1.000,475
primitive_obsession_advanced_003,emphatic,advanced,General Software,Implement,,0,,0,,5,5,0,4,33.000,8.000,73.069,4.755,0.500,2.377,2.000,3.030,6.000,593
primitive_obsession_advanced_004,emphatic,advanced,E-commerce,List,,1,long_parameter_list,1,long_parameter_list,0,6,0,9,22.000,10.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,458
primitive_obsession_advanced_005,emphatic,advanced,Finance,List,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,5,0,11,33.000,14.000,49.127,220.078,6.588,1449.927,8.000,0.000,3.000,641
primitive_obsession_advanced_006,emphatic,advanced,Healthcare,Evaluate,,1,long_parameter_list,1,long_parameter_list,1,5,4,8,19.000,7.000,100.000,0.000,0.000,0.000,0.000,26.316,1.000,475
switch_statements_basic_001,emphatic,basic,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,1,13.000,6.000,63.519,42.110,0.833,35.092,6.000,0.000,0.000,199
switch_statements_basic_002,emphatic,basic,Finance,Implement,,1,magic_number,1,magic_number,0,1,0,6,18.000,6.000,60.437,42.110,0.833,35.092,6.000,0.000,0.000,253
switch_statements_basic_003,emphatic,basic,Healthcare,Analyze,,1,magic_number,1,magic_number,0,1,0,1,13.000,6.000,92.371,42.110,0.833,35.092,6.000,46.154,1.000,290
switch_statements_basic_004,emphatic,basic,Scientific Computing,Implement,,0,,0,,0,6,0,2,22.000,7.000,68.149,4.755,0.500,2.377,2.000,0.000,1.000,427
switch_statements_basic_005,emphatic,basic,General Software,Report,,1,duplicate_code,1,duplicate_code,0,,,,469.000,,,,,,,0.000,,4096
switch_statements_basic_006,emphatic,basic,E-commerce,Recommend,,1,magic_number,1,magic_number,0,1,0,1,33.000,6.000,81.270,42.110,0.833,35.092,6.000,30.303,9.000,549
switch_statements_intermediate_001,emphatic,intermediate,Finance,Write,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,1,0,1,54.000,22.000,42.877,217.944,2.100,457.683,38.000,0.000,0.000,582
switch_statements_intermediate_002,emphatic,intermediate,Healthcare,Recommend,,1,magic_number,1,magic_number,4,1,0,1,35.000,13.000,70.158,140.648,0.857,120.555,18.000,14.286,2.000,495
switch_statements_intermediate_003,emphatic,intermediate,Scientific Computing,Implement,,1,magic_number,2,duplicate_code;magic_number,0,1,0,1,36.000,15.000,73.942,150.568,1.273,191.633,21.000,25.000,1.000,520
switch_statements_intermediate_004,emphatic,intermediate,General Software,Report,,1,magic_number,1,magic_number,0,1,0,1,17.000,11.000,55.915,178.413,1.647,293.857,14.000,0.000,0.000,343
switch_statements_intermediate_005,emphatic,intermediate,E-commerce,Design,,1,magic_number,1,magic_number,0,1,0,1,17.000,11.000,80.656,175.137,1.750,306.489,14.000,23.529,0.000,422
switch_statements_intermediate_006,emphatic,intermediate,Finance,List,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,1,0,1,54.000,22.000,42.877,217.944,2.100,457.683,38.000,0.000,0.000,575
switch_statements_advanced_001,emphatic,advanced,Healthcare,Report,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,8,39.000,19.000,64.925,524.662,2.667,1399.099,18.000,15.385,0.000,536
switch_statements_advanced_002,emphatic,advanced,Scientific Computing,Report,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,1,35.000,12.000,80.195,89.692,2.250,201.807,25.000,62.857,0.000,812
switch_statements_advanced_003,emphatic,advanced,General Software,Compare,,4,deep_nesting;duplicate_code;long_parameter_list;magic_number,4,deep_nesting;duplicate_code;long_parameter_list;magic_number,0,1,0,1,37.000,13.000,49.080,137.065,0.923,126.521,48.000,0.000,0.000,690
switch_statements_advanced_004,emphatic,advanced,E-commerce,Analyze,,1,long_parameter_list,1,long_parameter_list,0,1,0,2,35.000,3.000,86.442,13.932,0.500,6.966,5.000,8.571,0.000,619
switch_statements_advanced_005,emphatic,advanced,Finance,Report,,1,long_parameter_list,1,long_parameter_list,0,1,0,3,26.000,2.000,90.614,38.039,0.500,19.020,0.000,11.538,1.000,506
switch_statements_advanced_006,emphatic,advanced,Healthcare,Implement,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,1,0,8,39.000,19.000,64.925,524.662,2.667,1399.099,18.000,15.385,0.000,536
parallel_inheritance_basic_001,emphatic,basic,E-commerce,Recommend,,0,,0,,0,5,1,1,15.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,333
parallel_inheritance_basic_002,emphatic,basic,Finance,Recommend,,0,,0,,0,11,1,2,33.000,27.000,100.000,0.000,0.000,0.000,0.000,0.000,6.000,565
parallel_inheritance_basic_003,emphatic,basic,Healthcare,Write,,0,,0,,0,8,1,2,27.000,24.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,568
parallel_inheritance_basic_004,emphatic,basic,Scientific Computing,Implement,,0,,0,,0,5,4,1,16.000,13.000,100.000,0.000,0.000,0.000,0.000,12.500,0.000,384
parallel_inheritance_basic_005,emphatic,basic,General Software,Analyze,,0,,0,,0,8,1,2,23.000,16.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,512
parallel_inheritance_basic_006,emphatic,basic,E-commerce,List,,0,,0,,0,5,1,1,15.000,15.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,333
parallel_inheritance_intermediate_001,emphatic,intermediate,Finance,Design,,1,duplicate_code,1,duplicate_code,0,12,3,1,27.000,18.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,549
parallel_inheritance_intermediate_002,emphatic,intermediate,Healthcare,Write,,1,magic_number,1,magic_number,0,11,0,5,58.000,33.000,60.540,228.235,3.636,829.944,9.000,10.345,9.000,870
parallel_inheritance_intermediate_003,emphatic,intermediate,Scientific Computing,Write,,0,,1,duplicate_code,0,18,12,2,53.000,35.000,71.245,25.266,0.500,12.633,9.000,16.981,6.000,707
parallel_inheritance_intermediate_004,emphatic,intermediate,General Software,Report,,1,duplicate_code,1,duplicate_code,0,13,12,3,32.000,21.000,100.000,0.000,0.000,0.000,0.000,37.500,0.000,469
parallel_inheritance_intermediate_005,emphatic,intermediate,E-commerce,Analyze,,0,,1,duplicate_code,0,7,0,2,22.000,21.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,416
parallel_inheritance_advanced_001,emphatic,advanced,Finance,Measure,,0,,1,duplicate_code,0,18,15,1,39.000,24.000,100.000,0.000,0.000,0.000,0.000,28.205,2.000,550
parallel_inheritance_advanced_002,emphatic,advanced,Healthcare,List,,1,duplicate_code,1,duplicate_code,0,9,0,6,59.000,19.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,920
parallel_inheritance_advanced_003,emphatic,advanced,Scientific Computing,Design,,0,,0,,0,13,5,6,48.000,30.000,100.000,0.000,0.000,0.000,0.000,16.667,12.000,701
parallel_inheritance_advanced_004,emphatic,advanced,General Software,Write,,1,duplicate_code,1,duplicate_code,0,30,5,1,65.000,40.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,822
parallel_inheritance_advanced_005,emphatic,advanced,E-commerce,Analyze,,0,,1,duplicate_code,0,18,15,1,39.000,24.000,100.000,0.000,0.000,0.000,0.000,28.205,2.000,550
lazy_class_basic_001,emphatic,basic,E-commerce,Compare,,0,,0,,0,1,0,1,4.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,121
lazy_class_basic_002,emphatic,basic,Finance,Measure,,0,,0,,0,1,0,1,8.000,5.000,100.000,0.000,0.000,0.000,2.000,0.000,3.000,242
lazy_class_basic_003,emphatic,basic,Healthcare,Report,,0,,0,,0,2,0,1,9.000,6.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,326
lazy_class_basic_004,emphatic,basic,Scientific Computing,Write,,0,,0,,0,2,0,1,5.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,156
lazy_class_basic_005,emphatic,basic,General Software,Recommend,,0,,0,,0,1,0,1,3.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,120
lazy_class_basic_006,emphatic,basic,E-commerce,Compare,,0,,0,,0,3,0,1,10.000,6.000,67.491,27.000,1.800,48.600,2.000,0.000,1.000,220
lazy_class_intermediate_001,emphatic,intermediate,Finance,Analyze,,0,,0,,0,4,0,2,14.000,10.000,69.585,4.755,0.500,2.377,0.000,0.000,2.000,286
lazy_class_intermediate_002,emphatic,intermediate,Healthcare,Measure,,0,,0,,0,3,0,1,17.000,11.000,79.419,15.510,1.000,15.510,0.000,5.882,4.000,281
lazy_class_intermediate_003,emphatic,intermediate,Scientific Computing,Evaluate,,0,,0,,0,6,0,3,20.000,12.000,59.008,39.863,1.714,68.337,0.000,0.000,3.000,344
lazy_class_intermediate_004,emphatic,intermediate,General Software,Report,,0,,0,,0,4,0,2,17.000,12.000,58.961,81.749,2.708,221.404,1.000,0.000,2.000,311
lazy_class_intermediate_005,emphatic,intermediate,E-commerce,Measure,,0,,0,,0,7,1,2,30.000,13.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,528
lazy_class_advanced_001,emphatic,advanced,Finance,Measure,,0,,0,,0,,,,,,,,,,,,,4096
lazy_class_advanced_002,emphatic,advanced,Healthcare,Report,,0,,0,,0,9,0,2,26.000,19.000,55.989,48.432,1.688,81.729,1.000,0.000,4.000,539
lazy_class_advanced_003,emphatic,advanced,Scientific Computing,List,,1,dead_code,1,dead_code,0,5,0,2,19.000,15.000,60.091,39.863,1.714,68.337,0.000,0.000,6.000,380
lazy_class_advanced_004,emphatic,advanced,General Software,Implement,,0,,0,,0,10,0,1,26.000,20.000,55.769,49.829,1.250,62.286,0.000,0.000,4.000,489
lazy_class_advanced_005,emphatic,advanced,E-commerce,Recommend,,0,,0,,0,,,,,,,,,,,,,4096
temporary_field_basic_001,emphatic,basic,E-commerce,Design,,0,,0,,0,2,0,6,17.000,9.000,87.821,36.000,1.167,42.000,3.000,29.412,5.000,445
temporary_field_basic_002,emphatic,basic,Finance,Report,,1,magic_number,1,magic_number,0,5,0,4,25.000,13.000,82.287,57.359,1.500,86.039,5.000,32.000,5.000,512
temporary_field_basic_003,emphatic,basic,Healthcare,Analyze,,2,broad_except;perf_try_in_loop,2,broad_except;perf_try_in_loop,0,2,0,3,18.000,10.000,100.000,0.000,0.000,0.000,5.000,0.000,4.000,334
temporary_field_basic_004,emphatic,basic,Scientific Computing,Recommend,,1,magic_number,1,magic_number,0,3,0,3,22.000,9.000,82.354,27.000,1.800,48.600,7.000,18.182,2.000,478
temporary_field_basic_005,emphatic,basic,General Software,Design,,0,,0,,0,5,0,12,34.000,8.000,100.000,0.000,0.000,0.000,1.000,0.000,18.000,544
temporary_field_basic_006,emphatic,basic,E-commerce,Compare,,0,,0,,0,2,0,6,17.000,9.000,87.821,36.000,1.167,42.000,3.000,29.412,5.000,445
temporary_field_intermediate_001,emphatic,intermediate,Finance,List,,0,,0,,0,7,0,6,33.000,11.000,50.397,144.946,3.438,498.254,4.000,0.000,2.000,566
temporary_field_intermediate_002,emphatic,intermediate,Healthcare,Compare,,0,,0,,0,4,0,6,20.000,6.000,61.126,25.266,0.500,12.633,0.000,0.000,0.000,432
temporary_field_intermediate_003,emphatic,intermediate,Scientific Computing,Recommend,,1,long_parameter_list,1,long_parameter_list,0,1,0,6,8.000,3.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,257
temporary_field_intermediate_004,emphatic,intermediate,General Software,Design,,0,,0,,0,3,0,5,11.000,5.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,281
temporary_field_intermediate_005,emphatic,intermediate,E-commerce,Report,,0,,0,,0,2,0,5,15.000,6.000,100.000,0.000,0.000,0.000,1.000,6.667,3.000,381
temporary_field_advanced_001,emphatic,advanced,Finance,Compare,,0,,0,,0,9,8,10,28.000,11.000,100.000,0.000,0.000,0.000,0.000,28.571,0.000,431
temporary_field_advanced_002,emphatic,advanced,Healthcare,List,,0,,0,,0,10,9,10,30.000,12.000,100.000,0.000,0.000,0.000,0.000,30.000,0.000,492
temporary_field_advanced_003,emphatic,advanced,Scientific Computing,List,,2,complex_conditional;long_parameter_list,2,complex_conditional;long_parameter_list,0,3,0,9,25.000,16.000,57.701,28.529,0.500,14.265,3.000,0.000,0.000,522
temporary_field_advanced_004,emphatic,advanced,General Software,Report,,0,,0,,0,11,1,9,31.000,13.000,100.000,0.000,0.000,0.000,0.000,3.226,0.000,581
temporary_field_advanced_005,emphatic,advanced,E-commerce,Compare,,0,,0,,0,9,8,10,28.000,11.000,100.000,0.000,0.000,0.000,0.000,28.571,0.000,431
message_chains_basic_001,emphatic,basic,E-commerce,Report,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,169
message_chains_basic_002,emphatic,basic,Finance,Implement,,0,,0,,1,0,0,0,9.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,261
message_chains_basic_003,emphatic,basic,Healthcare,Write,,0,,0,,0,1,0,3,9.000,2.000,100.000,2.000,0.500,1.000,1.000,77.778,4.000,334
message_chains_basic_004,emphatic,basic,Scientific Computing,Measure,,0,,0,,1,1,0,2,4.000,1.000,100.000,0.000,0.000,0.000,0.000,150.000,2.000,206
message_chains_basic_005,emphatic,basic,General Software,Compare,,1,magic_number,1,magic_number,0,1,0,5,10.000,5.000,66.449,38.039,0.500,19.020,4.000,0.000,0.000,240
message_chains_basic_006,emphatic,basic,E-commerce,Compare,,0,,0,,0,1,0,1,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,169
message_chains_intermediate_001,emphatic,intermediate,Finance,Write,,0,,0,,0,1,0,1,5.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,0.000,168
message_chains_intermediate_002,emphatic,intermediate,Healthcare,Compare,,0,,0,,2,1,0,4,8.000,1.000,100.000,0.000,0.000,0.000,0.000,50.000,4.000,321
message_chains_intermediate_003,emphatic,intermediate,Scientific Computing,Analyze,,0,,0,,0,1,0,3,6.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,262
message_chains_intermediate_004,emphatic,intermediate,General Software,Report,,0,,0,,0,1,0,3,6.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,244
message_chains_intermediate_005,emphatic,intermediate,E-commerce,Compare,,1,magic_number,1,magic_number,0,1,0,3,9.000,2.000,74.174,4.755,0.500,2.377,2.000,0.000,2.000,298
message_chains_advanced_001,emphatic,advanced,Finance,Evaluate,,1,dead_code,1,dead_code,4,2,0,7,18.000,6.000,90.622,23.265,1.500,34.897,1.000,38.889,6.000,441
message_chains_advanced_002,emphatic,advanced,Healthcare,Measure,,0,,0,,2,1,0,3,30.000,3.000,94.930,4.755,0.500,2.377,3.000,3.333,3.000,351
message_chains_advanced_003,emphatic,advanced,Scientific Computing,Write,,1,deep_nesting,1,deep_nesting,0,1,0,3,12.000,8.000,100.000,0.000,0.000,0.000,28.000,0.000,2.000,306
message_chains_advanced_004,emphatic,advanced,General Software,Implement,,0,,0,,3,1,0,4,13.000,3.000,99.407,4.755,0.500,2.377,4.000,23.077,3.000,341
message_chains_advanced_005,emphatic,advanced,E-commerce,Measure,,1,magic_number,1,magic_number,0,1,0,3,8.000,2.000,75.290,4.755,0.500,2.377,2.000,0.000,2.000,270
middle_man_basic_001,emphatic,basic,E-commerce,Measure,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,257
middle_man_basic_002,emphatic,basic,Finance,Write,,0,,0,,0,5,0,1,11.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,294
middle_man_basic_003,emphatic,basic,Healthcare,Analyze,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,11.111,3.000,315
middle_man_basic_004,emphatic,basic,Scientific Computing,Analyze,,0,,0,,0,3,0,1,10.000,6.000,72.772,4.755,0.500,2.377,2.000,0.000,0.000,174
middle_man_basic_005,emphatic,basic,General Software,Measure,,1,duplicate_code,1,duplicate_code,0,12,12,1,32.000,20.000,100.000,0.000,0.000,0.000,0.000,28.125,0.000,556
middle_man_basic_006,emphatic,basic,E-commerce,Evaluate,,0,,0,,0,4,0,1,9.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,257
middle_man_intermediate_001,emphatic,intermediate,Finance,Design,,0,,0,,0,5,2,1,12.000,9.000,100.000,0.000,0.000,0.000,0.000,33.333,3.000,282
middle_man_intermediate_002,emphatic,intermediate,Healthcare,Evaluate,,0,,0,,0,6,0,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,396
middle_man_intermediate_003,emphatic,intermediate,Scientific Computing,Design,,0,,0,,0,8,0,1,17.000,10.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,389
middle_man_intermediate_004,emphatic,intermediate,General Software,Compare,,0,,0,,0,9,4,1,24.000,13.000,100.000,0.000,0.000,0.000,0.000,4.167,5.000,402
middle_man_intermediate_005,emphatic,intermediate,E-commerce,Compare,,0,,0,,0,6,0,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,370
middle_man_advanced_001,emphatic,advanced,Finance,Write,,0,,0,,6,5,0,5,21.000,7.000,100.000,0.000,0.000,0.000,0.000,9.524,6.000,444
middle_man_advanced_002,emphatic,advanced,Healthcare,Compare,,0,,0,,0,5,0,4,14.000,7.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,377
middle_man_advanced_003,emphatic,advanced,Scientific Computing,Implement,,0,,0,,0,6,0,5,17.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,438
middle_man_advanced_004,emphatic,advanced,General Software,Implement,,0,,0,,0,6,0,4,16.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,396
middle_man_advanced_005,emphatic,advanced,E-commerce,Evaluate,,0,,0,,0,9,0,4,26.000,15.000,56.186,38.039,0.500,19.020,4.000,0.000,1.000,405
inappropriate_intimacy_basic_001,emphatic,basic,E-commerce,Implement,,1,magic_number,1,magic_number,0,6,0,3,22.000,11.000,58.433,39.863,1.000,39.863,2.000,0.000,1.000,413
inappropriate_intimacy_basic_002,emphatic,basic,Finance,Implement,,1,duplicate_code,1,duplicate_code,0,16,0,4,39.000,20.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,518
inappropriate_intimacy_basic_003,emphatic,basic,Healthcare,Design,,0,,0,,0,6,0,4,20.000,10.000,60.395,25.266,1.200,30.319,0.000,0.000,6.000,433
inappropriate_intimacy_basic_004,emphatic,basic,Scientific Computing,List,,0,,0,,0,7,0,2,26.000,20.000,51.530,168.257,3.273,550.661,7.000,0.000,3.000,539
inappropriate_intimacy_basic_005,emphatic,basic,General Software,Evaluate,,0,,0,,0,8,0,4,23.000,14.000,60.805,13.932,0.500,6.966,2.000,0.000,2.000,407
inappropriate_intimacy_basic_006,emphatic,basic,E-commerce,Design,,1,magic_number,1,magic_number,0,6,0,3,22.000,11.000,58.433,39.863,1.000,39.863,2.000,0.000,1.000,413
inappropriate_intimacy_intermediate_001,emphatic,intermediate,Finance,Implement,,0,,0,,0,8,0,4,38.000,25.000,46.099,246.653,3.500,863.284,12.000,0.000,5.000,696
inappropriate_intimacy_intermediate_002,emphatic,intermediate,Healthcare,Implement,,0,,0,,0,12,0,5,31.000,16.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,492
inappropriate_intimacy_intermediate_003,emphatic,intermediate,Scientific Computing,Write,,0,,0,,0,4,0,5,27.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,498
inappropriate_intimacy_intermediate_004,emphatic,intermediate,General Software,Evaluate,,0,,0,,0,11,0,3,28.000,15.000,62.076,4.755,0.500,2.377,0.000,0.000,1.000,514
inappropriate_intimacy_intermediate_005,emphatic,intermediate,E-commerce,Measure,,0,,0,,0,5,0,3,14.000,9.000,100.000,0.000,0.000,0.000,0.000,28.571,4.000,351
inappropriate_intimacy_intermediate_006,emphatic,intermediate,Finance,Implement,,0,,0,,0,8,0,4,38.000,25.000,46.099,246.653,3.500,863.284,12.000,0.000,5.000,696
inappropriate_intimacy_advanced_001,emphatic,advanced,Healthcare,Measure,,1,magic_number,1,magic_number,0,9,0,5,33.000,20.000,50.739,118.593,2.812,333.542,3.000,0.000,1.000,697
inappropriate_intimacy_advanced_002,emphatic,advanced,Scientific Computing,Recommend,,0,,0,,0,10,0,3,28.000,18.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,515
inappropriate_intimacy_advanced_003,emphatic,advanced,General Software,Report,,0,,0,,0,22,1,3,61.000,36.000,60.752,4.755,0.500,2.377,2.000,1.639,7.000,883
inappropriate_intimacy_advanced_004,emphatic,advanced,E-commerce,Implement,,0,,0,,0,10,2,4,33.000,18.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,4096
inappropriate_intimacy_advanced_005,emphatic,advanced,Finance,Write,,0,,0,,0,9,0,2,25.000,19.000,100.000,0.000,0.000,0.000,0.000,24.000,9.000,575
inappropriate_intimacy_advanced_006,emphatic,advanced,Healthcare,Write,,1,magic_number,1,magic_number,0,9,0,5,33.000,20.000,50.739,118.593,2.812,333.542,3.000,0.000,1.000,697
alternative_classes_different_interfaces_basic_001,emphatic,basic,E-commerce,Compare,,0,,0,,0,2,0,3,13.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,223
alternative_classes_different_interfaces_basic_002,emphatic,basic,Finance,Compare,,0,,0,,0,2,2,1,6.000,6.000,100.000,0.000,0.000,0.000,0.000,33.333,0.000,128
alternative_classes_different_interfaces_basic_003,emphatic,basic,Healthcare,List,,0,,0,,0,4,0,5,30.000,8.000,100.000,0.000,0.000,0.000,0.000,0.000,5.000,434
alternative_classes_different_interfaces_basic_004,emphatic,basic,Scientific Computing,Implement,,0,,0,,0,4,0,6,16.000,8.000,100.000,0.000,0.000,0.000,0.000,12.500,8.000,355
alternative_classes_different_interfaces_basic_005,emphatic,basic,General Software,Evaluate,,1,magic_number,1,magic_number,0,4,0,3,23.000,12.000,58.928,27.000,1.000,27.000,4.000,0.000,4.000,365
alternative_classes_different_interfaces_basic_006,emphatic,basic,E-commerce,Compare,,0,,0,,0,2,0,3,13.000,6.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,223
alternative_classes_different_interfaces_intermediate_001,emphatic,intermediate,Finance,Analyze,,0,,0,,0,6,0,1,51.000,12.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,653
alternative_classes_different_interfaces_intermediate_002,emphatic,intermediate,Healthcare,Compare,,0,,0,,0,3,0,4,16.000,9.000,100.000,0.000,0.000,0.000,0.000,0.000,7.000,739
alternative_classes_different_interfaces_intermediate_003,emphatic,intermediate,Scientific Computing,Design,,0,,0,,0,6,3,2,22.000,18.000,100.000,0.000,0.000,0.000,0.000,0.000,4.000,401
alternative_classes_different_interfaces_intermediate_004,emphatic,intermediate,General Software,Design,,2,dead_code;magic_number,2,dead_code;magic_number,0,3,0,5,31.000,15.000,71.971,20.897,0.750,15.673,4.000,6.452,8.000,570
alternative_classes_different_interfaces_intermediate_005,emphatic,intermediate,E-commerce,Evaluate,,0,,1,dead_code,11,6,0,1,34.000,14.000,83.175,3.000,1.000,3.000,0.000,14.706,15.000,552
